no,no_outtrip,vCASEID,season,vq22,vq22a,vq23,vq23a,vq24_1,vq24_2,vq24_3,vq24_4,vq24_5,vq24_6,vq24_7,vq24_8,vq24_9,vq24_10,vq25,vq26,vq26a_1,vq26a_2,vq26b,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq28a_5,vq29,vq29a_1,vq29a_2,vq29a_3,vq29a_4,vq30,vq30a,vq30b,vq30b_1_1,vq30b_1_2,vq30b_1_3,vq30b_1_4,vq30b_1_5,vq30c,vq30d,vq30e,vq30f,vq30f_1_1,vq30f_1_2,vq30f_1_3,vq30f_1_4,vq30f_1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
23219,1988,95207155,4,4,3,1,2,13, , , , , , , , , ,1,2, , ,4,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,7,9,1,1, , , , , ,6,6,4,2,10,15,2,1.58166645761173
13411,870,92142347,3,14,13,1,1,21, , , , , , , , , ,1,2, , ,3,4, , , , , ,1,2,3,4,6, ,2,99, , , ,20,1,1, , , , , ,11,1,1,1, , , , , ,6,5,5,1,7,1,2,.886865200348445
16558,1229,94212775,3,4,3,1,1,1, , , , , , , , , ,1,2, , ,3,3, , , , , ,1,3, , , , ,2,99, , , ,5,2,1, , , , , ,1,4,1,1, , , , , ,4,5,5,1,6,3,1,2.09387394099826
18594,1436,92109624,4,3,2,1,2,1, , , , , , , , , ,1,2, , ,3,3,6, , , , ,2, , , , , ,2,99, , , ,6,2,1, , , , , ,1,5,1,1, , , , , ,11,1,13,4,5,1,2,.78179811642636
13523,884,92147955,3,5,4,1,1,2, , , , , , , , , ,1,2, , ,3,3,4, , , , ,2, , , , , ,2,99, , , ,7,2,1, , , , , ,7,3,1,1, , , , , ,6,5,11,2,10,19,2,.722739689285589
19015,1502,92124110,4,12,11,1,1,2, , , , , , , , , ,1,2, , ,5,3,3, , , , ,1,6, , , , ,2,99, , , ,7,2,1, , , , , ,9,4,1,1, , , , , ,8,5,13,2,8,3,2,.628461100348576
19719,1588,92205451,4,10,9,1,1,2, , , , , , , , , ,1,2, , ,4,3,3, , , , ,1,2,4,6, , ,2,99, , , ,7,2,7,1,2,3,5, ,9,10,1,1, , , , , ,6,5,4,2,8,16,2,.909585429853511
21240,1748,95102839,4,7,6,1,1,4, , , , , , , , , ,1,2, , ,5,3,6, , , , ,2, , , , , ,2,99, , , ,4,2,1, , , , , ,9,8,1,1, , , , , ,5,5,9,1,8,16,1,1.86346670566776
11702,699,93211758,2,6,5,1,1,9, , , , , , , , , ,1,2, , ,3,3,4, , , , ,2, , , , , ,2,99, , , ,8,2,3,3,5, , , ,9,1,1,1, , , , , ,6,4,6,2,7,16,1,1.09759321398135
20646,1685,92242877,4,5,4,1,2,9, , , , , , , , , ,1,2, , ,3,3, , , , , ,1,2,4,6, , ,2,99, , , ,5,2,6,4, , , , ,88,4,1,1, , , , , ,9,3,5,2,10,20,2,.375795585846244
12559,776,92109178,3,10,9,1,1,12, , , , , , , , , ,1,2, , ,3,3,3, , , , ,1,2,3,4, , ,2,99, , , ,10,2,1, , , , , ,9,1,1,1, , , , , ,6,5,5,2,6,3,2,.862092755408805
22055,1849,95115953,4,5,4,1,1,9, , , , , , , , , ,1,2, , ,3,1,6, , , , ,2, , , , , ,2,99, , , ,4,3,1, , , , , ,1,1,1,1, , , , , ,9,3,13,2,1,16,2,.372229018221227
10517,600,93110842,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,4,3,1, , , , , ,1,1,1,1, , , , , ,6,3,9,2,5,14,2,.555967582200974
15479,1092,94106820,3,4,3,1,1,1, , , , , , , , , ,1,2, , ,3,2,4, , , , ,1,1,3,6, , ,1,3, , , ,6,3,1, , , , , ,9,1,1,1, , , , , ,3,5,14,1,2,1,2,2.39348839198861
17235,1301,94223634,3,5,4,1,2,13, , , , , , , , , ,1,2, , ,5,1,3, , , , ,2, , , , , ,2,99, , , ,3,4,1, , , , , ,1,88,1,1, , , , , ,6,5,11,2,1,6,2,.622254611809581
16723,1250,94215722,3,4,3,1,1,1,2, , , , , , , , ,1,2, , ,4,3,2, , , , ,2, , , , , ,2,99, , , ,13,4,5,2,3,4, , ,1,11,1,1, , , , , ,7,4,2,1,10,8,1,1.10329003123287
23356,2000,95209465,4,3,2,1,1,1, , , , , , , , , ,1,2, , ,1,2,5, , , , ,2, , , , , ,2,99, , , ,4,4,1, , , , , ,5,7,1,1, , , , , ,7,3,6,2,6,20,2,.906733215084135
7545,393,92135311,2,5,4,1,1,4, , , , , , , , , ,1,2, , ,4,2,3, , , , ,1,5, , , , ,2,99, , , ,8,4,1, , , , , ,9,9,1,1, , , , , ,4,5,6,1,7,3,1,1.38919422201239
18598,1437,92109682,4,5,4,1,1,9, , , , , , , , , ,1,2, , ,7,1,1,3, , , ,2, , , , , ,2,99, , , ,5,5,1, , , , , ,9,7,1,1, , , , , ,10,3,13,2,6,1,1,.458744406438898
17451,1324,94227229,3,4,3,2, ,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,15,5,1, , , , , ,1,1,1,1, , , , , ,6,5,4,2,8,5,2,1.08318022948254
12734,799,92114940,3,5,4,1,1,13, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,9,5,1, , , , , ,10,7,1,1, , , , , ,9,4,3,2,8,1,2,.381520622872858
18675,1451,92112112,4,4,3,1,1,2, , , , , , , , , ,1,2, , ,4,2,2, , , , ,2, , , , , ,2,99, , , ,5,5,1, , , , , ,1,5,1,1, , , , , ,8,5,3,1,9,19,1,1.57076553885144
13486,877,92145657,3,6,5,1,1,3, , , , , , , , , ,1,2, , ,10,3,1,2,3, , ,2, , , , , ,2,99, , , ,6,5,1, , , , , ,11,3,1,1, , , , , ,5,5,11,2,6,1,2,1.11777961272689
12687,792,92112801,3,10,9,1,1,6, , , , , , , , , ,1,2, , ,3,2,4, , , , ,2, , , , , ,2,99, , , ,9,5,1, , , , , ,12,7,1,1, , , , , ,6,5,5,2,8,1,2,.886865200348445
15182,1051,94101381,3,4,3,1,1,12, , , , , , , , , ,1,2, , ,4,2,2,3, , , ,1,3,5, , , ,2,99, , , ,9,5,1, , , , , ,7,5,1,1, , , , , ,5,5,1,1,7,1,2,1.82804113318919
9355,517,92244032,2,4,3,1,1,4, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,8,12,1,1, , , , , ,6,5,5,1,6,18,2,.928440344273061
15423,1083,94105772,3,5,4,1,1,4, , , , , , , , , ,1,2, , ,7,1,1,3, , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,9,7,1,1, , , , , ,6,6,2,2,9,3,1,.797465606216326
10525,601,93111086,2,5,4,1,1,9, , , , , , , , , ,1,2, , ,4,1,6, , , , ,2, , , , , ,2,99, , , ,7,6,4,2, , , , ,6,1,1,1, , , , , ,8,3,6,2,6,14,2,.519203112155406
18671,1450,92112007,4,6,5,1,2,9, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,4,88,1,1, , , , , ,6,3,4,2,7,6,1,1.26322421485462
18763,1459,92115412,4,6,5,1,2,9, , , , , , , , , ,1,2, , ,5,1,1,3, , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,7,1,1, , , , , ,9,2,4,2,8,1,1,.684481378047592
23494,2021,95211951,4,6,5,1,2,9, , , , , , , , , ,1,2, , ,3,1,4,6, , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,9,1,1, , , , , ,11,3,13,2,4,6,2,.541601551471101
2061,109,92131793,1,5,4,1,1,12, , , , , , , , , ,1,2, , ,5,1,3, , , , ,1,1,3, , , ,2,99, , , ,10,6,4,1,2,5, , ,1,9,1,1, , , , , ,5,5,5,2,6,2,2,1.29697055826386
18940,1488,92121476,4,4,3,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,8,9,1,1, , , , , ,6,5,6,2,10,19,1,2.33110857940901
8026,436,92203132,2,5,4,1,2,13, , , , , , , , , ,1,2, , ,7,1,1,3, , , ,2, , , , , ,1,1, , , ,14,6,8,1,2,3,5, ,1,8,1,1, , , , , ,6,3,6,2,6,16,2,.494900547401151
23657,2035,95214745,4,5,4,1,2,13, , , , , , , , , ,1,2, , ,3,1,2, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,88,88,1,1, , , , , ,11,3,13,2,2,7,2,.442212064724053
24245,2082,95225926,4,6,5,1,1,13, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,14,6,1, , , , , ,9,12,1,1, , , , , ,7,3,4,3,10,10,1,.906763886880765
19228,1526,92132598,4,3,2,1,1,3, , , , , , , , , ,1,2, , ,2,2,2,6, , , ,2, , , , , ,2,99, , , ,6,6,2,1,65, , , ,1,5,1,1, , , , , ,6,5,8,2,7,1,1,1.82345547038228
17434,1320,94226942,3,5,4,1,1,5, , , , , , , , , ,1,2, , ,4,3,4, , , , ,1,6, , , , ,2,99, , , ,7,6,1, , , , , ,8,9,1,3,3, , , , ,7,4,4,2,8,1,2,.58650620479451
16011,1160,94204788,3,3,2,1,1,12, , , , , , , , , ,1,2, , ,3,2,3, , , , ,1,1, , , , ,2,99, , , ,7,6,3,5, , , , ,1,6,1,1, , , , , ,4,6,3,1,8,20,1,1.99096354962935
10064,559,93102850,2,6,5,1,1,9, , , , , , , , , ,1,2, , ,3,1,3,4,5,6, ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,4,1,1,1, , , , , ,6,5,5,2,6,1,2,.676697580583341
10224,568,93105493,2,5,4,1,1,9, , , , , , , , , ,1,2, , ,7,1,6, , , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,1,1,1,1, , , , , ,10,4,13,2,5,2,1,.468962719793515
10885,630,93118421,2,5,4,1,1,9, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,6,7,3,3, , , , ,8,1,1,1, , , , , ,9,3,5,1,6,14,2,.317646935954526
13581,897,92201382,3,5,4,1,2,9, , , , , , , , , ,1,2, , ,6,1,2,5, , , ,1,1, , , , ,2,99, , , ,10,7,5,2, , , , ,8,11,1,1, , , , , ,7,6,6,2,9,13,1,.806540177275604
19391,1549,92139925,4,5,4,1,1,9, , , , , , , , , ,1,2, , ,3,1,6, , , , ,2, , , , , ,2,99, , , ,11,7,1, , , , , ,1,1,1,1, , , , , ,10,2,11,2,1,6,2,.382475269461043
20325,1649,92230218,4,5,4,1,1,9, , , , , , , , , ,1,2, , ,3,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,1,1,1, , , , , ,10,3,10,3,6,16,2,.39438999917121
21940,1829,95114226,4,6,5,1,2,9, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,8,3,1,3,3, , , , ,6,3,11,2,5,1,2,.989404741164692
7276,368,92126831,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,7,1,1, , , , , ,6,5,2,2,8,1,1,.913086447126717
11508,682,93208411,2,6,5,1,2,12, , , , , , , , , ,1,2, , ,1,1,3,6, , , ,2, , , , , ,2,99, , , ,10,7,9,1,2, , , ,9,8,1,1, , , , , ,4,5,4,1,8,20,2,1.02943517094588
14712,1005,92246039,3,4,3,2, ,12, , , , , , , , , ,1,2, , ,3,1,4,6, , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,1,1,1, , , , , ,9,1,11,2,4,9,2,.556335929030365
21772,1804,95111565,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,8,1,1,5, , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,3,1,1, , , , , ,8,5,11,2,9,3,2,.516674414979084
19504,1562,92145143,4,5,4,1,2,13, , , , , , , , , ,1,2, , ,2,1,1,3,4, , ,2, , , , , ,2,99, , , ,9,7,1, , , , , ,1,1,1,1, , , , , ,6,6,3,3,8,6,1,.98298168451637
21469,1771,95106459,4,5,4,1,2,13, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,9,8,1,1, , , , , ,5,5,4,2,6,19,2,1.25353332471245
12689,794,92112859,3,4,3,1,2,2, , , , , , , , , ,1,2, , ,10,3,2, , , , ,1,2,6, , , ,2,99, , , ,11,7,1, , , , , ,9,9,1,1, , , , , ,6,6,1,2,9,19,1,1.33285424677169
2278,117,92135696,1,5,4,1,1,12, , , , , , , , , ,1,2, , ,4,3,2, , , , ,1,3, , , , ,2,99, , , ,8,7,1, , , , , ,1,3,1,1, , , , , ,6,5,2,2,9,19,1,.975081571009127
5047,226,92237903,1,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,2,2, , , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,10,1,1, , , , , ,8,3,5,2,6,5,2,.558817678432669
13337,859,92138180,3,5,4,1,1,12, , , , , , , , , ,1,2, , ,10,2,1,2,3, , ,1,6,7, , , ,2,99, , , ,9,7,4,2,5, , , ,11,9,1,1, , , , , ,6,4,5,1,7,1,2,.67309508284244
22307,1888,95121211,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,5,3,2, , , , ,1,4,7, , , ,2,99, , , ,10,7,4,5, , , , ,8,10,1,1, , , , , ,5,5,8,2,7,14,1,1.47493043242091
15994,1156,94204580,3,6,5,1,2,13, , , , , , , , , ,1,2, , ,5,3,4, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,8,8,1,1, , , , , ,9,6,13,2,7,16,1,.384987910577295
9137,500,92237070,2,5,4,1,1,4, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,11,8,2,1, , , , ,9,7,1,1, , , , , ,6,5,5,2,6,20,2,.525703790045564
12797,805,92117714,3,5,4,1,1,4, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,7,8,1, , , , , ,9,1,1,1, , , , , ,5,4,4,2,10,2,1,1.41226136895969
13890,922,92212312,3,5,4,1,1,4, , , , , , , , , ,1,2, , ,3,1,1,2, , , ,2, , , , , ,2,99, , , ,9,8,4,3,5, , , ,10,9,1,1, , , , , ,7,4,5,3,7,8,1,.729168838920663
16251,1192,94207824,3,6,5,1,2,5, , , , , , , , , ,1,2, , ,4,1,2, , , , ,2, , , , , ,1,1, , , ,8,8,6,1, , , , ,1,7,1,1, , , , , ,5,5,3,2,8,2,1,1.30661275521298
18776,1465,92116046,4,5,4,1,1,5, , , , , , , , , ,1,2, , ,3,1,2,4, , , ,2, , , , , ,2,99, , , ,8,8,4,3, , , , ,1,7,1,1, , , , , ,8,5,4,2,9,1,2,.529205948742766
22540,1907,95125618,4,5,4,1,1,9, , , , , , , , , ,1,2, , ,2,1,2, , , , ,2, , , , , ,2,99, , , ,9,8,5,2,3,5, , ,8,1,1,1, , , , , ,7,4,5,1,8,16,2,.514005535898401
11963,714,93216083,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,10,1,1,2,3, , ,2, , , , , ,2,99, , , ,14,8,6,1,3,5, , ,10,14,1,1, , , , , ,7,6,11,2,8,18,2,.500683128376472
12757,802,92115836,3,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,7,8,1, , , , , ,6,88,1,1, , , , , ,10,3,13,2,5,1,2,.439902909030054
12797,806,92117714,3,5,4,1,1,12, , , , , , , , , ,1,2, , ,1,1,1, , , , ,2, , , , , ,2,99, , , ,22,8,1, , , , , ,9,1,1,1, , , , , ,5,4,4,2,10,2,1,1.41226136895969
19167,1523,92130192,4,6,5,1,1,12, , , , , , , , , ,1,2, , ,7,1,2,3, , , ,2, , , , , ,2,99, , , ,10,8,1, , , , , ,7,1,1,1, , , , , ,11,3,11,2,5,19,2,.61249644500564
22983,1956,95203563,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,9,1,3,5, , , ,2, , , , , ,2,99, , , ,11,8,7,2, , , , ,9,12,1,1, , , , , ,5,5,4,1,6,10,1,1.49805927707347
6924,341,92117295,2,5,4,1,1,13, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,13,8,1, , , , , ,1,8,1,1, , , , , ,6,3,10,1,6,19,1,.969930480580198
21149,1736,95101413,4,5,4,1,2,13, , , , , , , , , ,1,2, , ,3,1,1, , , , ,2, , , , , ,2,99, , , ,10,8,1, , , , , ,8,8,1,1, , , , , ,9,4,2,2,10,19,1,.567375839333632
15612,1111,94109752,3,7,6,1,2,2, , , , , , , , , ,1,2, , ,7,3,1,4,6, , ,2, , , , , ,1,3, , , ,8,8,3,1,2,3, , ,88,88,1,1, , , , , ,2,3,14,1,2,14,1,4.85712049823014
13876,920,92211824,3,7,6,1,1,4, , , , , , , , , ,1,2, , ,6,3,1,2,3, , ,2, , , , , ,2,99, , , ,8,8,1, , , , , ,1,8,1,1, , , , , ,9,5,11,2,5,16,2,.333949021978757
4584,210,92229930,1,4,3,1,1,12, , , , , , , , , ,1,2, , ,1,3,3,4, , , ,1,3,5, , , ,2,99, , , ,22,8,8,1,5, , , ,1,1,1,1, , , , , ,6,3,11,2,2,5,2,.924377905634961
21913,1822,95113831,4,7,6,1,1,12, , , , , , , , , ,1,2, , ,4,2,2,5, , , ,2, , , , , ,2,99, , , ,12,8,1, , , , , ,11,11,1,1, , , , , ,8,3,8,2,8,16,1,.877711600707194
20151,1631,92222671,4,8,7,1,2,2, , , , , , , , , ,1,2, , ,3,2,2, , , , ,2, , , , , ,2,99, , , ,9,9,2,3, , , , ,1,1,1,1, , , , , ,11,1,11,2,3,20,2,.563824420033006
986,59,92113864,1,3,2,1,1,12, , , , , , , , , ,1,2, , ,12,1,6, , , , ,2, , , , , ,2,99, , , ,8,9,1, , , , , ,1,5,1,1, , , , , ,9,3,9,2,8,1,1,.410135198406609
7199,361,92124779,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,6, , , , ,2, , , , , ,2,99, , , ,10,9,1, , , , , ,1,5,1,1, , , , , ,7,3,6,2,6,19,2,.523610141254366
7328,373,92128456,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,2,3, , , ,2, , , , , ,2,99, , , ,10,9,1, , , , , ,9,8,1,1, , , , , ,11,3,13,2,3,1,1,.445613615518868
7385,380,92130192,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,7,1,1,2,3,4,6,2, , , , , ,2,99, , , ,11,9,1, , , , , ,7,1,1,1, , , , , ,11,3,11,2,2,19,2,.397596572199241
9483,521,92248064,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,10,9,1, , , , , ,8,1,1,1, , , , , ,10,3,13,2,6,18,1,.480894675950707
11568,685,93209436,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,9,9,5,4, , , , ,9,1,1,1, , , , , ,9,3,6,4,4,16,2,.282756850429755
16492,1221,94211782,3,6,5,1,1,12, , , , , , , , , ,1,2, , ,3,1,6, , , , ,2, , , , , ,2,99, , , ,13,9,1, , , , , ,1,3,1,1, , , , , ,10,3,13,2,3,19,1,.421669747084209
20064,1624,92219000,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,11,9,1, , , , , ,11,1,1,1, , , , , ,9,2,11,4,2,20,2,.375795585846244
20079,1627,92219603,4,6,5,1,1,12, , , , , , , , , ,1,2, , ,3,1,1,2,3,4,5,1,6, , , , ,2,99, , , ,9,9,1, , , , , ,1,1,1,1, , , , , ,11,2,13,2,6,16,1,.512894336737156
23359,2001,95209500,4,5,4,1,2,12, , , , , , , , , ,1,2, , ,4,1,3, , , , ,2, , , , , ,2,99, , , ,12,9,1, , , , , ,9,7,1,1, , , , , ,5,6,5,2,8,5,1,1.48081461953923
4698,214,92231893,1,7,6,1,1,12, , , , , , , , , ,1,2, , ,3,2,3,4, , , ,2, , , , , ,2,99, , , ,14,9,1, , , , , ,7,12,1,1, , , , , ,10,2,11,2,5,20,2,.503893754738115
7282,369,92127115,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,3,2, , , , ,2, , , , , ,2,99, , , ,10,9,1, , , , , ,10,7,1,1, , , , , ,7,4,8,2,6,6,1,.768004576183038
18944,1490,92121740,4,8,7,1,1,12, , , , , , , , , ,1,2, , ,3,3,6, , , , ,1,3,6, , , ,2,99, , , ,14,9,4,1, , , , ,9,5,1,1, , , , , ,4,5,5,1,6,1,2,1.40579896738499
20780,1694,92249523,4,5,4,1,1,9, , , , , , , , , ,1,2, , ,3,1,2, , , , ,2, , , , , ,2,99, , , ,10,10,1, , , , , ,10,1,1,1, , , , , ,10,3,5,2,6,16,2,.39438999917121
13120,841,92129000,3,5,4,1,1,12, , , , , , , , , ,1,2, , ,10,1,2,4, , , ,2, , , , , ,2,99, , , ,11,10,1, , , , , ,9,4,1,1, , , , , ,9,3,13,4,7,3,2,.370863762484445
21267,1750,95103234,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,2,6, , , ,2, , , , , ,2,99, , , ,11,10,1, , , , , ,1,1,1,1, , , , , ,6,4,4,2,8,19,1,1.1116526266156
22120,1859,95117045,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,10,1,1,2,3,4, ,2, , , , , ,2,99, , , ,11,10,8,2,3,4, , ,9,1,1,1, , , , , ,11,5,13,2,10,16,1,.399110255468637
22897,1943,95202221,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,1,6, , , , ,2,99, , , ,12,10,1, , , , , ,1,1,1,1, , , , , ,4,6,3,1,7,11,2,1.16001531648183
10076,560,93102996,2,5,4,1,1,12, , , , , , , , , ,1,2, , ,7,1,1,2,3, , ,2, , , , , ,2,99, , , ,12,11,4,2,3,5, , ,10,5,1,1, , , , , ,9,5,3,2,5,3,2,.28983827634757
14095,946,92221397,3,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,4,6, , , ,2, , , , , ,2,99, , , ,11,11,7,2, , , , ,9,13,1,1, , , , , ,7,3,5,2,7,20,2,.597070682905766
21339,1759,95104279,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,1,1,1,2, , , ,2, , , , , ,2,99, , , ,14,11,1, , , , , ,9,1,1,1, , , , , ,7,4,6,2,10,1,2,.529205948742766
21401,1763,95105471,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,15,11,1, , , , , ,9,12,1,1, , , , , ,6,5,12,2,7,19,1,1.1116526266156
4220,195,92222973,1,4,3,1,1,12, , , , , , , , , ,1,2, , ,4,3,2, , , , ,1,4,7, , , ,2,99, , , ,12,11,12,3,4, , , ,14,9,2,6,4, , , , ,5,6,3,2,10,15,1,1.99153164527274
22663,1926,95128374,4,14,13,1,1,16, , , , , , , , , ,1,2, , ,9,2,2,3,4, , ,2, , , , , ,2,99, , , ,14,11,1, , , , , ,13,3,1,7,3, , , , ,4,3,6,2,8,16,1,1.59090558539907
20790,1697,92249941,4,5,4,1,1,12, , , , , , , , , ,1,2, , ,2,1,6, , , , ,2, , , , , ,2,99, , , ,22,12,1, , , , , ,1,1,1,1, , , , , ,8,5,2,4,10,16,2,.514005535898401
23471,2019,95211468,4,5,4,1,2,12, , , , , , , , , ,1,2, , ,8,1,1,3,4, , ,1,1, , , , ,2,99, , , ,13,12,12,1,2,5, , ,9,4,1,1, , , , , ,5,5,3,1,8,15,2,1.15285369604988
15079,1036,94100272,3,15,14,1,1,15, , , , , , , , , ,1,2, , ,6,3,3, , , , ,1,3,4,6,7, ,2,99, , , ,20,12,5,1, , , , ,13,9,1,1, , , , , ,6,5,4,2,10,4,1,.997677552668854
18664,1448,92111752,4,10,9,1,2,60, , , , , , , , , ,1,2, , ,7,1,2,4, , , ,2, , , , , ,2,99, , , ,13,13,1, , , , , ,1,4,1,1, , , , , ,8,3,5,2,7,3,2,.628461100348576
21779,1806,95111721,4,6,5,1,2,12, , , , , , , , , ,1,2, , ,3,3,6, , , , ,2, , , , , ,2,99, , , ,15,13,1, , , , , ,9,1,1,1, , , , , ,11,3,13,2,4,1,1,.528061888678626
13509,880,92147045,3,8,7,1,1,15, , , , , , , , , ,1,2, , ,7,1,1,5, , , ,1,1,6, , , ,2,99, , , ,15,14,1, , , , , ,1,1,1,1, , , , , ,7,6,2,2,10,19,1,.767627314068929
18795,1469,92116631,4,11,10,1,1,19,25,27, , , , , , , ,1,2, , ,3,1,6, , , , ,2, , , , , ,2,99, , , ,15,14,1, , , , , ,10,3,1,1, , , , , ,8,4,4,1,10,1,2,.643703932720096
15134,1042,94100977,3,11,10,1,2,62, , , , , , , , , ,1,2, , ,9,1,1,2,3, , ,2, , , , , ,2,99, , , ,15,15,5,65, , , , ,9,3,1,1, , , , , ,8,5,4,2,9,19,2,.829772989667165
18425,1416,92103883,4,12,11,1,2,62, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,22,22,1, , , , , ,1,8,1,1, , , , , ,8,5,4,2,10,3,1,.835078740038665
18463,1419,92105063,4,12,10,1,1,23,24,25,62, , , , , , ,1,2, , ,7,1,5, , , , ,1,6, , , , ,2,99, , , ,22,23,10,1,2, , , ,1,1,1,1, , , , , ,8,4,13,2,10,3,2,.628461100348576
16827,1260,94217448,3,5,4,1,1,13, , , , , , , , , ,1,2, , ,3,1,4, , , , ,2, , , , , ,2,99, , , ,88,6,1, , , , , ,88,88,1,1, , , , , ,1,2,14,1,1,18,1,10.367403140239
18217,1393,94242165,3,3,2,1,1,12, , , , , , , , , ,1,2, , ,1,2,1, , , , ,2, , , , , ,2,99, , , ,88,4,1, , , , , ,88,88,1,1, , , , , ,1,1,14,1,1,22,1,1.51574397142778
12619,785,92110745,3,6,5,1,1,12, , , , , , , , , ,1,2, , ,7,3,3, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,8,2,1,1, , , , , ,11,4,11,2,2,3,2,.421535022386452
164,8,92102388,1,17,16,1,2,1, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,11,1,13,4, , , , ,1,3,1,1, , , , , ,11,1,13,2,2,1,2,.97628518230693
2211,115,92134616,1,5,4,1,1,1, , , , , , , , , ,3, , , , ,4, , , , , ,1,3, , , , ,2,99, , , ,11,1,10,4, , , , ,4,6,1,1, , , , , ,4,5,4,1,8,19,1,1.04496013575459
3520,168,92210523,1,3,2,1,1,1, , , , , , , , , ,3, , , , ,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,6,4, , , , ,1,8,1,1, , , , , ,7,5,13,2,8,16,2,.375040538750274
6332,292,92102388,2,3,2,1,2,1, , , , , , , , , ,3, , , , ,4, , , , , ,2, , , , , ,2,99, , , ,10,1,1, , , , , ,1,2,1,1, , , , , ,11,1,13,2,2,1,2,.506673897762163
10730,616,93114772,2,3,2,1,1,1, , , , , , , , , ,3, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,9,1,11,2, , , , ,11,11,1,1, , , , , ,7,6,2,2,8,19,1,1.18029131330335
10853,627,93117662,2,6,5,1,1,1, , , , , , , , , ,2, , , , ,4, , , , , ,1,2, , , , ,2,99, , , ,11,1,1, , , , , ,1,11,1,1, , , , , ,8,6,4,2,10,19,1,1.11783499939922
